,Player,Team,ALL_TOI,ALL_xGF,ALL_xGA,EV_TOI,EV_xGF,EV_xGA,5v5_TOI,5v5_xGF,5v5_xGA,ALL_xGF/60,ALL_xGA/60,EV_xGF/60,EV_xGA/60,5v5_xGF/60,5v5_xGA/60,ALL_xGF%,EV_xGF%,5v5_xGF%
19,ALEX IAFALLO,WPG,528.65,27.94304148102224,21.99458483747443,416.1,16.507975982198243,18.83376684533617,412.1666666666667,16.28726542365915,18.79060424372127,3.171441386288347,2.496311529837257,2.3803858662145987,2.715755853689426,2.3709727264526057,2.735389214613691,55.955886454843906,46.70956965183119,46.43174051930807
20,ALEX KERFOOT,ARI,556.5,27.02334954562232,33.31328161017768,399.8833333333333,18.47600854816926,18.393076670533116,394.45,18.414001827002377,18.21648746331178,2.9135686841641317,3.5917284754908554,2.772209843429723,2.7597664324561006,2.8009636446194515,2.770919629354055,44.78763402590904,50.11246804354407,50.26960377477516
21,ALEX KILLORN,ANA,417.6333333333333,24.148160322763477,22.449582275779367,320.23333333333335,13.731929958928765,16.35706371726701,313.7166666666667,13.159920969920899,15.92274151729131,3.46928634216412,3.2252572508901634,2.5728608229490764,3.0647147591423565,2.516905673469438,3.0453099645247153,51.822596924509845,45.63771758771869,45.25005568423242
22,ALEX LAFERRIERE,L.A,376.8333333333333,19.646774708142537,14.4475578095676,355.43333333333334,17.53280059196443,13.933049695142426,354.0333333333333,17.353674806567465,13.911206047887328,3.128190577147861,2.30036303027171,2.9596774890308524,2.352010639712686,2.9410238821035155,2.3576095364087366,57.624752436309215,55.72009156589836,55.50532844616556
23,ALEX NEWHOOK,MTL,382.1,21.303453610107425,17.03900145852415,317.1166666666667,14.973558206914502,15.457239085097331,303.3333333333333,13.531864558060706,14.857678466660097,3.345216478949085,2.6755825373238653,2.8330692986225996,2.9245840493167807,2.6766325499460737,2.9388814549437554,55.56100560586178,49.205277348566554,47.66496081418974
24,ALEX NYLANDER,PIT,69.35,3.610284148904245,2.7055774494323,57.71666666666667,2.5640934336830243,2.598736518236442,57.71666666666667,2.5640934336830243,2.598736518236442,3.123533510227177,2.340802407583822,2.6655317243023062,2.701545326494713,2.6655317243023062,2.701545326494713,57.16217958061514,49.66449520053883,49.66449520053883
25,ALEX OVECHKIN,WSH,612.8,49.82218232078619,27.041397688752223,441.95,22.3402508508699,24.282499728452972,429.4666666666667,21.697160970514467,23.030517349716625,4.878151010520842,2.6476564316663405,3.0329563322823714,3.296639854524671,3.031270548504039,3.217551321754884,64.81897189098333,47.91705888922343,48.50947284849451
26,ALEX PIETRANGELO,VGK,705.4833333333333,43.970683010862814,41.14662881937192,505.95,29.600085687404267,23.756115659926753,486.85,28.526093542525885,22.850686874176517,3.7396219811265596,3.499441606221241,3.510238444993094,2.8172090910082126,3.515591275652774,2.8161470934591577,51.65891880909223,55.47637376716084,55.5233187271738
27,ALEX TUCH,BUF,538.4833333333333,33.250899330060726,30.99285485265588,399.4,19.78979827862727,22.28817870982519,387.1,18.83510630789725,21.540569670489173,3.7049502487919344,3.453349762281753,2.972929135497337,3.348249180244145,2.9194171492478294,3.338760475921856,51.7574038956244,47.03124934941197,46.6496370685655
28,ALEX VLASIC,CHI,542.5,17.827510484358978,32.23557667406803,449.56666666666666,16.533934781253613,22.718796030425615,440.51666666666665,16.324237703052233,22.021976724845544,1.971706228684864,3.5652250699430077,2.2066495592983246,3.0320925969278645,2.2234215781085864,2.9994747156537382,35.610090180701356,42.1217439891701,42.570662962693824
29,ALEX WENNBERG,SEA,641.3,32.565763247251816,37.447136292546176,482.48333333333335,20.473687387481313,20.397882142821402,453.85,18.671268000977985,19.417713857287712,3.0468513875488994,3.5035524365394837,2.5460387092795163,2.5366118247316676,2.4683840036546854,2.5670658398970203,46.51394737442662,50.09273591096582,49.02012889306499
30,ALEXANDER ALEXEYEV,WSH,116.9,3.33087760654101,4.774737399643099,111.75,3.3077507874246903,4.349447547319065,111.75,3.3077507874246903,4.349447547319065,1.709603561954325,2.450677878345474,1.7759735771407734,2.3352738509095654,1.7759735771407734,2.3352738509095654,41.09345933651852,43.197924917474175,43.197924917474175
31,ALEXANDER BARABANOV,S.J,247.48333333333332,15.68346690198522,10.896294269467548,201.88333333333333,8.655477197624682,9.573237998739883,196.58333333333334,8.50222355309568,9.498962953190087,3.802308630018641,2.641703776017454,2.572419541934191,2.8451792945978354,2.594998286659131,2.8992171794391113,59.00529655183509,47.482650885625134,47.23146193794959
32,ALEXANDER HOLTZ,N.J,389.06666666666666,21.15225130181515,17.788342902411145,335.51666666666665,16.371889596739443,16.762622619752747,331.23333333333335,16.251781118164313,16.690167116955713,3.2619990013080247,2.743233141221732,2.927763277942576,2.997637545631608,2.9438669631373418,3.0232767244158483,54.3192823172674,49.41038361986385,49.33460826958008
33,ALEXANDER ROMANOV,NYI,754.7833333333333,35.117822345149946,49.21658422875639,648.4166666666666,33.381501776711126,31.306820125613704,633.4833333333333,32.99745493488463,30.806895257037084,2.7916214463872593,3.912374483262813,3.088893622828944,2.896916911764795,3.1253344672468275,2.9178569003481676,41.64115664272149,51.60359829261768,51.716622511833755
34,ALEXANDRE CARRIER,NSH,546.1999999999999,25.315238282632876,33.875413239923255,433.1,19.30825605299504,19.849226983171995,424.6166666666667,19.19163015176418,18.95214335588969,2.7808756809922603,3.721209802994133,2.674891164118454,2.7498351858469627,2.711852594353772,2.678012171024959,42.76898062692526,49.30923684538496,50.31392646014222
35,ALEXANDRE TEXIER,CBJ,484.51666666666665,21.219522510704348,39.02302283566189,379.75,17.27479946824941,24.717974867746047,370.81666666666666,16.647804971444206,24.00262864093264,2.6277142526413146,4.832406253943201,2.729395571020315,3.905407484041509,2.693698498683048,3.8837459259902696,35.223482654496244,41.13755221321912,40.95357291927003
